texto,rotulo_masculino,rotulo_feminino
word394 word357 word394 word246 word481 word473 word313 word438 word440 word324 word453 word87 word359 word183 word197 word244 word328 word465 word385 word118 word498 word396 word419 word372 word462 word496 word82 word458 word247 word463 word234 word417 word467 word482 word365 word153 word272 word392 word35 word213 word211 word430 word139 word189 word300 word395 word252 word395 word150 word341 word219 word82 word190 word234 word176 word232 word358 word478 word63 word435 word429 word495 word237 word33 word213 word60 word379 word2 word397 word450 word57 word427 word301 word287 word138 word279 word214 word239 word285 word481 word31 word206 word458 word274 word11 word359 word47 word3 word130 word438 word72 word159,positiva,positiva
word312 word234 word121 word90 word320 word200 word470 word180 word345 word368 word76 word137 word138 word496 word10 word201 word318 word346 word483 word219 word60 word479 word147 word107 word38 word134 word399 word221 word303 word429 word133 word334 word53 word450 word62 word23 word44 word308 word46 word147 word216 word340 word47 word347,neutra,neutra
word88 word399 word178 word262 word66 word325 word371 word423 word105 word98 word487 word96 word413 word477 word472 word46 word378 word31 word408 word375 word382 word399 word204 word148 word132 word186 word461 word189 word489 word127 word364 word394 word297 word309 word87 word455 word121 word332 word304 word399 word135 word328 word199 word171 word260 word124 word242 word435 word71 word382 word59 word109 word41 word445 word286 word379 word146 word286 word391 word52 word176 word279 word380 word165 word327 word486 word477 word482 word252 word103 word53 word255 word361 word173 word251 word177 word49 word111 word210 word248 word175 word107 word153 word347 word155 word140 word151 word273 word44 word71 word125 word152 word455 word349 word316 word309 word220 word215,neutra,positiva
word47 word228 word495 word10 word185 word80 word13 word499 word445 word314 word340 word324 word84 word86 word157 word144 word491 word63 word431 word43 word407 word158 word185 word286 word491 word323 word440 word24 word497 word357 word205 word362 word224 word101 word204 word8 word472 word172 word208 word96 word162 word291 word96 word306 word145 word258 word474 word438 word300 word465 word102 word177 word386 word328 word110 word198 word393 word129 word453 word359 word137 word398 word27 word137 word164 word349 word468 word463 word356 word131 word373 word151 word378 word246 word110 word73 word286 word275 word358 word67 word50 word304 word3 word226 word66 word155 word471 word362 word480,positiva,positiva
word69 word30 word115 word8 word369 word275 word492 word315 word439 word414 word335 word36 word311 word44 word155 word77 word78 word101 word438 word432 word30 word39 word239 word13 word122 word144 word172,neutra,neutra
word128 word342 word47 word5 word460 word257 word300 word150 word294 word243 word275 word208 word415 word115 word195 word343 word170 word379 word82 word154 word141 word314 word146 word323 word122 word252 word343 word387 word311 word89 word475 word58 word492 word63 word347 word308 word487 word473 word382 word280 word72 word9 word366 word421 word94 word373 word339 word437 word336 word152 word492 word405 word356 word40 word359 word495 word62 word254 word454 word69 word398 word245 word365 word170 word178 word189 word260 word72 word472 word459 word17 word370 word341 word57 word218 word107 word304 word428 word173 word219 word464,negativa,negativa
word300 word174 word134 word373 word24 word201 word219 word7 word6 word118 word161 word85 word366 word248 word166 word428 word145 word31 word421 word395 word220 word133 word64 word76 word131 word312 word319 word361 word38 word54 word130 word218 word2 word246 word140 word296 word258 word105 word381 word336 word478 word185 word303 word494 word244 word164 word132 word203 word408 word210 word347 word101 word446 word386 word271 word459 word475 word49 word368 word239 word215 word291 word372 word350 word431 word280 word467 word316 word477 word77 word304 word151 word396 word497 word496 word297 word157 word198 word435 word384 word407 word287 word493 word405 word24 word456 word492 word9 word406 word132 word77 word226 word131,positiva,positiva
word123 word459 word303 word25 word131 word429 word370 word436 word224 word500 word99 word352 word290 word485 word500 word197 word109 word348 word220 word264 word411 word208 word319 word82 word25 word186 word432 word385 word8 word124 word149 word98 word216 word101 word218 word367 word462 word413 word414 word259 word391 word356 word11 word416 word59 word250 word140 word335 word38 word122 word408 word65 word146 word302 word125 word312 word191 word263 word490 word361 word450 word296 word182 word159 word353 word308 word478 word287 word162 word263 word217 word400 word406 word484 word181 word91 word17,positiva,positiva
word48 word112 word204 word477 word382 word157 word343 word26 word421 word480 word308 word166 word249 word262 word264 word17 word76 word446 word470 word254 word206 word34 word147 word326 word338 word228 word118,positiva,positiva
word152 word128 word124 word146 word277 word310 word394 word152 word360 word111 word469 word473 word116 word188 word57 word251 word384 word407 word150 word452 word162 word120 word70 word412 word351 word99 word167 word298 word151 word326 word464 word2 word152 word401 word365 word65 word326 word69 word121 word109,negativa,negativa
word301 word378 word180 word463 word82 word13 word24 word168 word270 word476 word459 word70 word318 word376 word89 word189 word257 word217 word450 word382 word32 word141 word161 word32 word312 word152 word347 word260 word216 word279 word285 word98 word405 word30 word90 word148 word144 word67 word433 word357 word58 word488 word428 word281 word279 word236 word443 word385 word353 word399 word128,neutra,neutra
word273 word36 word474 word223 word352 word277 word18 word188 word402 word257 word142 word136 word450 word307 word79 word444 word418 word292 word62 word129 word499 word341 word298 word257 word480 word212 word54 word175 word100 word39 word414 word263 word150 word121 word178 word301 word330 word120 word72 word219 word394 word398 word302 word123 word244 word374 word75 word6 word21 word190 word225 word403 word103 word344 word466 word99 word500 word318 word363 word485 word83 word181 word152 word56 word190 word418 word22 word68 word185 word10 word66 word264 word225 word123 word38 word491 word123 word318 word156 word394 word301 word321 word482 word67 word393 word133 word362 word394 word140 word82 word58 word149 word405,neutra,neutra
word294 word231 word241 word70 word104 word204 word53 word462 word428 word375 word330 word54 word276 word335 word31 word135 word58 word105 word266 word10 word496 word253 word295 word156 word158 word37 word119 word67 word242 word299 word463 word213 word308 word101 word56 word332 word324 word239 word393 word231 word362 word381 word92 word279 word447 word109 word317 word168 word300 word470 word408 word435 word442 word218 word222 word161 word16 word278 word497 word57 word62 word498 word363 word466 word327 word242,negativa,negativa
word101 word119 word179 word132 word376 word342 word440 word75 word290 word45 word144 word137 word208 word231 word272 word95 word415 word397 word384 word261 word379 word127 word431 word167 word18 word148 word247 word130 word296 word414 word266 word320 word42 word203 word181 word349 word181 word296 word144 word432 word381 word61 word476 word209 word166 word370 word497 word300 word143 word351 word61 word263 word124 word238 word30 word420 word255 word369 word90 word139 word379 word454 word362 word413 word348 word207 word93 word134 word368 word204 word307 word336 word110 word38 word457 word22 word225 word346 word438 word168 word135 word110 word224 word168 word107 word380 word24 word297 word307 word423 word358 word370 word485 word211 word171 word69 word222,positiva,neutra
word81 word18 word196 word291 word360 word356 word279 word463 word397 word462 word254 word142 word165 word5 word251 word150 word28 word237 word132 word306 word358 word285 word293 word163 word404 word419 word227 word468 word130 word372 word58 word146 word478 word362 word312 word122 word192 word245 word477 word103 word379 word436 word250 word22 word477 word60 word238 word394 word340 word384 word336,positiva,positiva
word53 word349 word10 word146 word227 word236 word464 word242 word305 word71 word158 word19 word55 word444 word215 word456 word209 word21 word282 word249 word28 word423 word417 word296 word211 word285 word20 word20 word330 word396 word120 word97 word120 word25 word153 word245 word260 word4 word393 word143 word282 word335 word346 word220 word327 word160 word76 word99 word180 word127 word32 word265 word334 word13 word440 word380 word428 word481 word352 word339 word414 word400 word396 word202 word450 word18 word397,neutra,neutra
word134 word211 word313 word92 word337 word490 word403 word127 word191 word159 word331 word335 word10 word107 word87 word67 word62 word387 word146 word153 word107 word148 word186 word349 word342 word178 word377 word335 word487 word266 word149 word247 word254 word500 word29 word352 word266 word13 word47 word151 word50 word215 word479 word132 word372 word113 word252 word451 word341 word53 word130 word324 word193 word79 word57 word97 word198 word135,neutra,neutra
word94 word253 word405 word492 word357 word428 word215 word481 word380 word258 word347 word240 word315 word214 word98 word16 word404 word154 word16 word198 word493 word108 word23 word42 word37 word328 word390 word165 word116 word150 word6 word32 word145 word294 word401 word293 word407 word177 word445 word177 word61 word77 word416 word383 word86 word191 word7 word406 word85 word262 word445 word398 word400,neutra,neutra
word250 word495 word253 word55 word155 word391 word91 word339 word126 word337 word169 word139 word5 word66 word111 word184 word268 word170 word362 word244 word331 word138 word28 word7 word398 word333 word453 word317 word51 word426 word136 word178 word129 word197 word267 word500 word107 word48 word138 word399 word103 word47 word477 word153 word368 word6 word11 word17 word143 word272 word312 word66 word420 word339 word422 word498 word469 word331 word256 word489 word127 word131 word482 word18 word207 word89 word438 word498 word243,positiva,positiva
word174 word439 word459 word479 word118 word439 word341 word185 word243 word214 word121 word63 word385 word149 word493 word276 word457 word475 word29 word299 word225 word173 word244 word321 word131,positiva,neutra
word212 word289 word98 word166 word126 word157 word250 word61 word32 word395 word274 word301 word21 word12 word244 word103 word276 word7 word347 word455 word130 word299 word97 word277 word285 word288 word173 word332 word205 word103 word492 word113 word443 word360 word131 word39 word307 word372 word8 word366 word46 word194 word6 word368 word58 word169 word122 word249 word207 word115 word239 word54 word76 word169 word48 word224 word70 word500 word155 word47 word461 word373 word279 word202 word142 word317 word451 word126 word332 word153 word65 word96 word408 word181 word496 word362 word457 word178 word129 word490 word39 word458 word300 word491 word361 word350 word133 word379 word452 word500 word380 word109 word72 word208 word65 word241,neutra,negativa
word188 word26 word267 word162 word233 word130 word21 word371 word410 word128 word76 word73 word233 word343 word106 word389 word9 word119 word50 word10 word113 word442 word266 word78 word36 word202 word312 word118 word190 word242 word293 word169 word230 word48 word150 word343 word208 word61 word331 word117 word239 word371 word355 word48 word448 word245 word468 word293 word425 word5 word100 word205 word180 word17 word90 word500 word108 word190 word180 word249 word251 word20,neutra,positiva
word263 word49 word352 word200 word60 word33 word303 word244 word172 word207 word375 word283 word478 word22 word47 word349 word489 word432 word158 word258 word143 word47 word27 word455 word27 word469 word397 word439 word145 word75 word187 word10 word121 word289 word462 word165 word382 word264 word161 word391 word418 word327 word391 word297 word118 word484,positiva,positiva
word413 word218 word114 word375 word350 word12 word463 word244 word52 word186 word233 word2 word1 word239 word55 word495 word220 word104 word355 word418 word448 word324 word338 word396 word306 word277 word10 word341 word104 word345 word370 word465 word371 word198 word14 word485 word168 word360 word338 word30 word457 word14 word238 word436 word366 word401 word62 word482 word110 word406 word309 word160 word332 word55 word249 word464 word256 word22 word422 word434 word103 word450 word301 word375 word264,negativa,positiva
word316 word168 word8 word124 word372 word314 word185 word35 word73 word371 word13 word39 word84 word21 word253 word303 word467 word258 word300 word488 word30 word471 word128 word311 word40 word461,positiva,positiva
word209 word84 word223 word253 word410 word31 word355 word201 word453 word52 word368 word72 word21 word16 word435 word16 word402 word175 word312 word412 word338 word78 word440 word240 word37 word232 word400 word213 word193 word60 word189 word267 word126 word203 word322 word382 word32 word403 word312 word261 word387 word412 word346 word471 word94 word328 word100 word285 word461 word315 word25 word406 word494 word353 word357 word117 word199 word279 word70 word335 word79 word424 word354 word14 word29 word144 word477 word343 word10 word47 word260 word12 word298 word226 word260 word84 word348 word348,positiva,positiva
word175 word279 word371 word458 word354 word364 word204 word96 word282 word135 word416 word33 word82 word483 word148 word95 word453 word480 word436 word495 word170 word211 word385 word191 word7 word380 word314 word342 word434 word34 word51 word120 word138 word367 word106 word282 word32 word124 word170 word475 word446 word12 word168 word343 word78 word34 word209 word326 word411 word8 word225 word227 word175 word81 word282 word57 word135 word238 word472 word217 word227 word26 word187,positiva,positiva
word272 word133 word5 word244 word30 word117 word178 word498 word261 word235 word141 word483 word305 word345 word50 word270 word108 word46 word474 word82 word126 word84 word290 word71 word175 word316 word330 word463 word337 word395 word354 word91 word469 word351 word434 word249 word132 word169 word443 word60 word369 word337 word241 word190 word496 word340 word281 word232,neutra,neutra
word181 word53 word293 word191 word194 word371 word40 word78 word189 word95 word390 word25 word103 word302 word159 word358 word208 word447 word347 word94 word324 word39 word336 word164 word391 word341 word322 word55 word72 word42 word411 word386,positiva,neutra
word276 word389 word146 word380 word168 word257 word275 word87 word154 word497 word285 word315 word319 word98 word211 word446 word48 word318 word274 word194 word252 word283 word262 word487 word454 word443 word262 word31 word105 word488 word350 word312 word438 word469 word169 word236 word274,positiva,positiva
word167 word389 word333 word11 word238 word278 word241 word471 word192 word12 word53 word55 word309 word21 word19 word453 word344 word350 word456 word322 word315 word433 word482 word59 word151 word259 word440 word372 word58 word216 word62 word146 word445 word382 word239 word293 word182 word369 word95 word78 word449 word142 word105 word261 word95 word223 word478 word484 word190 word129 word319 word195 word20 word299 word240 word235 word85 word94 word42 word364 word350 word453 word74 word472 word365 word115 word423,positiva,positiva
word119 word133 word312 word96 word468 word434 word331 word143 word288 word28 word278 word233 word17 word59 word90 word492 word199 word362 word441 word26 word25 word394 word301 word339 word267 word461 word181 word456,negativa,negativa
word427 word497 word316 word486 word296 word449 word413 word330 word220 word377 word479 word147 word259 word292 word299 word143 word481 word425 word235 word115 word365 word90 word208 word164 word481 word84 word77 word161 word5 word485 word78 word91 word87 word270 word104 word452 word487 word500 word339 word175 word54 word388 word478 word211 word95 word223 word9 word53 word77 word206 word316 word302 word310 word330 word112 word351 word165 word279 word27 word70 word218 word450 word365 word189 word333 word435 word306 word124 word19 word257 word296 word416 word22 word368 word477 word450 word40 word38 word48 word183 word75 word209 word183 word435 word107 word188 word264 word86 word324 word331 word456 word137 word346 word386,negativa,negativa
word279 word227 word362 word150 word351 word62 word129 word187 word68 word403 word30 word385 word304 word275 word127 word436 word213 word406 word306 word450 word134 word448 word405 word481 word403 word219 word421 word319 word157 word188 word476 word162 word129 word304 word89 word383 word405 word162 word410 word36 word227 word151 word81 word47 word490 word204 word428 word148 word231 word27 word490 word189 word165 word212 word308 word75 word92 word62 word66 word408 word80 word140 word400 word420 word130 word473 word254 word446 word320 word29 word476 word202 word237 word87 word96 word287 word339 word399 word439 word289 word252 word465 word180 word100 word404 word73 word422,positiva,positiva
word304 word298 word283 word74 word110 word180 word426 word32 word234 word282 word25 word331 word279 word226 word57 word180 word232 word382 word343 word477 word287 word64 word455 word232 word289 word213 word258 word18 word175 word417 word229 word226 word84 word291 word435 word370 word246 word402 word110 word254 word88 word72 word381 word30 word172 word309 word394 word343 word436 word177 word139 word194 word186 word218 word164 word161 word431 word13 word296 word89 word324 word42 word403 word210 word229 word350 word275 word442 word279 word251 word310 word208 word321 word140 word280 word34 word309 word392 word18 word57 word112 word5 word410 word414 word182 word13 word339 word285 word259 word90 word104 word379 word186 word250 word255,negativa,negativa
word439 word327 word18 word83 word335 word231 word492 word342 word253 word167 word42 word249 word248 word438 word380 word286 word20 word382 word352 word381 word42 word345 word87 word261 word306 word297 word350 word240 word167 word313 word219 word441 word490 word421 word391 word133 word207 word51 word106 word392 word184 word201 word11 word254 word150 word354 word355 word461 word395 word444 word96 word106 word143 word166 word1 word46 word242 word344 word427 word488 word278 word3 word142,neutra,neutra
word333 word226 word153 word199 word52 word260 word59 word72 word148 word349 word63 word310 word373 word243 word493 word366 word330 word107 word226 word313 word218 word425 word241 word259 word376 word262 word5 word261 word54 word47 word215 word177 word9 word99 word20 word378 word241 word61 word379 word490 word419 word178 word338 word62 word145 word216 word3 word160 word227 word486 word269 word120 word381 word495 word89 word329 word68 word398 word357 word98 word267 word105 word440 word323 word123 word476 word29 word137 word195 word409 word226 word332 word170 word9 word463 word40 word25 word261 word395 word443 word226,negativa,negativa
word32 word467 word109 word353 word1 word182 word174 word169 word248 word108 word370 word297 word264 word416 word30 word302 word476 word361 word436 word352 word473 word482 word317 word225 word397 word89 word234 word168 word231 word126 word61 word120 word428 word497 word190 word121 word428 word48 word202 word59 word185 word223 word492 word11 word281 word189 word302 word310 word500 word237 word34 word340 word135 word481 word62 word313 word227 word93 word116 word332 word133 word332 word477 word419 word468 word293 word444 word193 word400 word30 word457 word298 word61 word458 word461 word304 word446 word340 word349 word448 word441 word324 word302 word369 word28 word485 word77,neutra,neutra
word487 word274 word166 word374 word373 word293 word478 word243 word479 word320 word138 word79 word170 word123 word176 word300 word82 word87 word225 word16 word310 word358 word163 word98,negativa,negativa
word183 word147 word447 word386 word301 word96 word43 word354 word257 word213 word189 word131 word347 word300 word391 word289 word137 word30 word146 word312 word474 word468 word486 word105 word287 word456 word191 word471 word178 word345 word239 word1 word110 word338 word275 word371 word382 word234 word64 word244 word53 word262 word17 word302 word493 word456 word374 word234 word73 word357 word439 word91 word484 word6 word198 word365 word196 word470 word296 word347 word485 word322 word137 word267 word404 word116 word43 word231 word58 word206 word410 word294 word94 word36 word230 word227 word183 word262,positiva,positiva
word238 word444 word112 word463 word52 word137 word255 word115 word158 word300 word446 word427 word412 word478 word264 word355 word307 word99 word121 word90 word30 word483 word230 word139 word254 word404 word494 word31 word162 word396 word432 word156 word323 word117 word191 word176 word426 word436 word5 word333 word12 word59 word321 word308 word299 word250 word339 word93 word319 word111 word306 word368 word295 word426 word473 word336 word17 word220 word487 word299 word305 word5 word129 word323 word112 word24 word29 word399 word132 word44 word321 word497 word376 word207 word382 word216 word244 word31 word404 word266 word11 word82 word482 word156 word166 word208 word24 word295 word375 word179,negativa,neutra
word302 word334 word132 word290 word450 word447 word189 word209 word42 word78 word320 word499 word145 word445 word374 word286 word171 word93 word263 word457 word430 word23 word292 word142 word148 word440 word116 word81 word416 word25 word115 word94 word305 word185 word283 word155 word174 word351 word173 word154 word14 word378 word304 word128 word341 word92 word271 word222 word473 word307 word310 word395 word108 word331 word28 word439 word197 word476 word200 word154 word384 word70 word160 word432 word352 word396 word454 word461 word103 word488 word236 word189,negativa,positiva
word116 word303 word102 word380 word163 word414 word178 word473 word280 word286 word212 word54 word67 word32 word251 word8 word499 word434 word431 word215 word46 word80 word35 word189 word89 word335 word435 word447 word136 word34 word281 word113 word172 word339 word43 word382 word434 word13 word174 word125 word332 word207 word343 word437 word447 word104 word130 word40 word23 word252 word443 word325 word290 word202 word155 word55 word106 word260 word452 word200 word326 word217 word411 word47 word370 word117 word374 word424 word212 word155 word263 word151 word212 word192 word369 word243 word98 word29 word189 word172 word371 word197 word155 word140 word401 word293 word290 word256,positiva,positiva
word311 word371 word440 word216 word441 word123 word372 word186 word371 word153 word249 word114 word96 word198 word336 word3 word149 word416 word386 word111 word20 word203 word371 word402 word182 word331 word227 word292 word358 word76 word317 word316 word223 word373 word36 word478 word428,neutra,negativa
word195 word256 word464 word76 word271 word181 word132 word151 word155 word359 word235 word248 word165 word205 word427 word165 word488 word213 word413 word254 word157 word177 word75 word435 word178 word284 word330 word133 word125 word312 word320 word127 word377 word345 word225 word17 word497 word481 word473 word353 word311 word246 word137 word475 word217 word196 word201 word366 word207 word16 word400 word13 word78 word214 word341 word329 word447 word119 word425 word181 word324 word330 word355 word373 word137 word179 word432 word208 word433 word402 word394 word469 word371 word54 word79 word271 word395 word424 word118 word368,positiva,positiva
word74 word166 word22 word154 word427 word439 word295 word219 word157 word495 word230 word20 word475 word41 word438 word148 word108 word403 word84 word483 word367 word322 word414 word309 word290 word406 word323 word134 word207 word283 word266 word73 word481 word352 word48 word326 word233 word443 word100 word59 word258 word413 word452,negativa,negativa
word207 word135 word447 word271 word89 word195 word414 word122 word462 word116 word196 word36 word67 word133 word281 word479 word11 word456 word218 word322 word156 word240 word60 word138 word50 word167 word165 word319 word189 word487 word469 word92 word294 word376 word289 word75 word45 word428 word385 word53 word175 word161 word67 word474 word399 word361 word270 word407 word124 word182 word376 word392 word182 word36 word212 word384 word436 word134 word353 word412 word178 word166 word414 word494 word491 word337 word329 word476 word438,neutra,neutra
word377 word214 word50 word440 word492 word393 word489 word210 word434 word29 word39 word347 word100 word173 word17 word56 word226 word46 word67 word197 word142 word323 word23 word487 word94 word242 word237 word445 word407 word411 word54 word138 word473 word333 word272 word41 word98 word183 word128 word229 word317 word86 word256 word209 word215 word374 word100 word49 word201 word436 word258 word480,negativa,negativa
word137 word116 word351 word161 word155 word173 word130 word79 word467 word57 word351 word57 word400 word363 word335 word134 word14 word283 word294 word147 word421 word127 word491 word260 word314 word218 word393 word233 word369 word168 word143 word489 word485 word260 word218 word308 word146 word489,positiva,positiva
word252 word232 word297 word386 word441 word363 word60 word404 word22 word384 word126 word103 word388 word440 word221 word110 word58 word472 word65 word472 word58 word158 word76 word19 word384 word485 word190 word250 word360 word363 word374 word452 word79 word84 word172 word212 word374 word445 word149 word10 word30 word280 word432 word55 word360 word127 word180 word232 word381 word422 word451 word93 word8 word413 word247,positiva,positiva
word191 word388 word184 word237 word297 word323 word304 word342 word488 word58 word39 word241 word25 word316 word496 word117 word342 word370 word240 word175 word482 word445 word340 word228 word485 word487 word253 word411 word380 word111 word241 word224 word298 word52 word221 word489 word304 word288 word152 word387 word118 word411 word457,positiva,positiva
word189 word332 word209 word65 word62 word465 word258 word134 word492 word122 word331 word171 word210 word296 word89 word167 word28 word238 word336 word63 word448 word255 word396 word41 word500 word29 word279 word469 word80 word51 word112 word361 word301 word90 word229 word150 word243 word138 word135 word457 word89 word494 word15 word333 word362 word174 word90 word213 word343 word61 word364 word220 word61 word307 word166 word12 word216 word77 word232 word112 word66 word182 word423 word204 word423 word371 word206 word286 word105 word242 word235 word176 word211 word31 word235 word242 word491 word153 word196 word498 word435 word269 word484 word447 word384 word170 word438,neutra,neutra
word253 word108 word389 word98 word275 word71 word39 word298 word401 word447 word90 word430 word219 word107 word476 word404 word454 word392 word96 word403 word32 word126 word147 word280 word24 word440 word209 word120,neutra,neutra
word483 word416 word292 word494 word311 word370 word343 word447 word325 word367 word336 word296 word24 word373 word442 word104 word412 word62 word153 word263 word294,negativa,neutra
word485 word410 word309 word145 word86 word153 word2 word342 word389 word260 word164 word6 word500 word149 word205 word118 word485 word89 word154 word439 word167 word468 word161 word270 word56 word228 word337 word149 word46 word144 word238 word272 word120 word340 word413 word220 word8 word344 word387 word473 word275 word353 word66 word79 word86 word124 word202 word466 word150 word46 word113 word91 word141 word289 word389,negativa,negativa
word305 word409 word74 word460 word425 word199 word192 word189 word12 word239 word360 word81 word453 word383 word270 word290 word48 word317 word209 word35 word119 word65 word315 word242 word498 word36 word463 word252 word403 word243 word42 word69 word403 word107 word39 word69 word180 word12 word339 word431 word204 word36 word126 word63 word332 word82 word497 word307 word496 word299 word34 word240 word97 word49 word146 word125 word189 word57 word349 word109 word5 word473,neutra,neutra
word143 word114 word238 word426 word94 word260 word107 word244 word423 word335 word23 word361 word271 word474 word140 word466 word454 word384 word82 word377 word498 word438 word344 word422 word156 word335 word19 word69 word448 word132 word256 word209 word10 word140 word453 word135 word255 word300 word407 word258 word94 word372 word241 word237 word165 word325 word148 word218 word428 word108 word231 word70 word221 word74 word179 word80 word354 word159 word356 word169 word314 word389 word161 word427 word403 word32 word121 word215 word3 word385 word228 word425,positiva,positiva
word441 word253 word197 word130 word243 word312 word212 word190 word290 word226 word246 word56 word55 word276 word306 word409 word340 word153 word53 word398 word444 word111 word492 word427 word491 word446 word487 word204 word112 word325 word447 word258 word438 word16 word439 word350 word495 word427 word445 word166 word301 word382 word435 word426 word280,neutra,neutra
word288 word62 word371 word462 word30 word397 word424 word31 word293 word173 word102 word128 word86 word315 word28 word122 word251 word61 word403 word171 word443 word272 word325 word300 word113 word194 word394 word431 word19 word340 word93 word217 word465 word179 word499 word397 word191 word493 word400 word437 word163 word100 word187 word295 word67 word73 word232 word189 word50 word309 word302 word308 word124 word157 word261 word195 word330 word351 word331 word256 word465 word424 word489 word200 word372 word386 word68 word446 word80 word233 word186 word105 word469 word325 word442 word419,positiva,positiva
word134 word352 word416 word329 word378 word406 word266 word29 word139 word348 word450 word312 word85 word249 word351 word314 word233 word308 word61 word273 word219 word286 word489 word249 word72 word293 word389 word410 word198 word80 word385 word137 word213 word327 word107 word448 word207 word152 word133 word435 word166 word413 word430 word180 word121 word174 word331 word68 word187 word138 word354 word388 word308 word330 word481,positiva,positiva
word155 word172 word424 word358 word47 word94 word428 word48 word240 word347 word213 word436 word340 word324 word139 word205 word381 word73 word4 word76 word329 word77 word304,negativa,negativa
word403 word126 word130 word53 word172 word218 word160 word198 word416 word247 word324 word439 word203 word184 word123 word401 word255 word294 word280 word325,negativa,negativa
word228 word419 word68 word131 word365 word111 word12 word288 word175 word319 word154 word43 word363 word205 word172 word294 word285 word311 word52 word115 word19 word35 word48 word233 word219 word110 word254 word188 word31 word259 word163 word344 word308 word71 word307 word56 word99 word21 word385 word108 word53 word6 word231 word482 word82 word446 word217 word335 word47 word352 word362 word241 word178 word82 word287 word192 word413 word143 word314 word279 word422 word41 word459 word271 word87 word3 word211 word1 word472 word497 word75 word478 word498 word395 word444 word231 word449 word76 word260 word25 word200 word463 word427 word94 word424 word352 word108 word355 word469 word95 word356 word91 word44 word456,positiva,positiva
word317 word172 word388 word76 word209 word314 word105 word492 word26 word351 word79 word500 word482 word128 word413 word137 word334 word36 word388 word59 word230 word421 word124 word88 word337 word141 word404 word273 word51 word475 word55 word417 word405 word337 word150 word153 word451 word219 word219 word366 word396 word399 word486 word468 word342 word258 word388 word45 word269 word311 word160 word278 word345 word475 word55 word145 word454 word235 word179 word208 word136 word445 word353 word394,positiva,positiva
word425 word409 word285 word159 word363 word487 word130 word248 word140 word389 word189 word91 word56 word226 word334 word327 word165 word36 word330 word29 word80 word422 word469 word358 word169 word33 word93 word112 word379 word209 word397 word390 word194 word264 word247 word118 word448 word480 word228 word9 word407 word199 word479 word277 word129 word302 word62 word2 word360 word331 word357 word466 word172 word245 word88 word500,negativa,positiva
word205 word363 word195 word305 word498 word25 word234 word16 word469 word141 word436 word108 word420 word456 word300 word339 word303 word380 word80 word76,positiva,positiva
word189 word394 word140 word406 word488 word181 word21 word163 word71 word82 word155 word316 word355 word47 word194 word224 word399 word237 word280 word468 word10 word376 word472 word152 word344 word104 word496 word124 word185 word496 word290 word41 word424 word11 word218 word1 word414 word171 word338 word282 word53 word125 word175 word265 word265,positiva,positiva
word247 word214 word151 word292 word43 word434 word114 word330 word81 word350 word141 word30 word441 word494 word30 word455 word266 word99 word450 word94 word211 word295 word37 word387 word89 word418 word255 word214 word422 word14 word192 word295,neutra,neutra
word405 word92 word70 word84 word444 word420 word205 word488 word267 word88 word252 word211 word343 word31 word357 word421 word316 word61 word67 word226 word413 word451 word335 word327 word67 word128 word111 word491 word272 word301 word34 word212 word300 word373 word125 word103 word481 word206 word120 word170,positiva,positiva
word115 word206 word456 word403 word441 word288 word355 word343 word149 word210 word112 word142 word464 word24 word49 word500 word288 word331 word365 word11 word188 word68 word445 word90 word110 word389 word164 word481 word448 word206 word32 word327 word74 word251 word450 word394 word355 word21 word296 word298 word328 word302 word338 word73 word374 word41 word94 word132 word99 word398 word398 word53 word496 word229 word128 word212 word285 word279 word495 word341 word159 word352 word233 word71 word205 word189 word151 word8 word332 word100 word16 word154 word157 word93 word262 word37 word161 word351 word174 word317 word425 word18 word486 word367 word351 word16 word360 word435 word421 word270 word359 word68 word30 word316 word309 word225 word164 word414 word320,positiva,positiva
word311 word3 word462 word422 word242 word121 word385 word102 word38 word341 word496 word413 word133 word497 word202 word348 word21 word242 word455 word451,negativa,negativa
word202 word414 word225 word267 word419 word283 word117 word67 word47 word241 word178 word8 word183 word77 word426 word67 word148 word494 word173 word35 word77 word404 word280 word185 word55 word393 word94 word473 word144 word247 word439 word200 word236 word314 word320 word220 word332 word371 word216 word49 word285 word463,positiva,positiva
word316 word323 word433 word218 word335 word430 word248 word111 word304 word220 word196 word147 word344 word40 word134 word464 word352 word478 word191 word163,positiva,positiva
word209 word468 word182 word267 word492 word281 word443 word472 word450 word155 word83 word186 word349 word485 word139 word55 word19 word348 word423 word469 word346 word470 word454 word267 word142 word316,positiva,positiva
word405 word276 word151 word196 word405 word21 word257 word399 word17 word51 word447 word270 word315 word83 word306 word124 word290 word262 word365 word49 word6 word117 word118 word453 word263 word353 word461 word435 word374 word129 word397 word171 word27 word199 word372 word387 word314 word345 word97 word488 word17 word173 word462 word101 word186 word184 word438 word215 word251 word216 word29 word102 word123 word54 word283 word102 word117 word104 word45 word114 word343 word31 word164 word465 word189 word293,neutra,neutra
word198 word126 word206 word140 word62 word283 word54 word346 word12 word136 word330 word144 word436 word282 word136 word489 word301 word221 word340 word209 word403 word401 word359 word380 word449 word123 word116 word157 word270 word17 word269 word349 word482,neutra,neutra
